life_pct,rms_rm_norm,kurtosis_rm_norm
0.0,1.0001422759722247,1.5017852749491967
0.1001001001001001,1.0011141903732999,1.5214884935274524
0.2002002002002002,1.0024264241973506,1.4806294797352926
0.3003003003003003,1.0012595347427267,1.4606557321830336
0.4004004004004004,1.003881488369678,1.4950894020353003
0.5005005005005005,1.0065027602733096,1.4639728877131615
0.6006006006006006,1.007740985481825,1.4894596865694443
0.7007007007007008,1.0051546096476682,1.4486559352874888
0.8008008008008008,1.0050166193081758,1.4309720511829747
0.9009009009009009,1.0021864775427909,1.363906045310091
1.001001001001001,1.0006415982761654,1.3205568078260288
1.1011011011011012,1.0049532881555818,1.3241009502838808
1.2012012012012012,1.0051545581458619,1.2852795292979808
1.3013013013013013,1.0063628602428831,1.272820862025414
1.4014014014014016,1.0054396955334504,1.228944352886665
1.5015015015015016,1.0056186735603563,1.2436701030201756
1.6016016016016017,1.0049385902352819,1.2407628093044945
1.7017017017017018,1.0021433996930404,1.2394601549536166
1.8018018018018018,1.001764938935687,1.2245556571298504
1.9019019019019021,0.9991713254542586,1.1844851645183836
2.002002002002002,0.9967632441936077,1.1692657537711268
2.1021021021021022,0.9924947190381669,1.1619783223446867
2.2022022022022023,0.990378221546822,1.1062723611300933
2.3023023023023024,0.9879188306512261,1.044409823630376
2.4024024024024024,0.9852792529966572,0.9749989865064793
2.5025025025025025,0.9838611681585429,0.9722286930943879
2.6026026026026026,0.9848326733289636,0.9750104725847484
2.702702702702703,0.9862523129993312,1.000504919685144
2.802802802802803,0.9872944881278306,1.0171356313251838
2.902902902902903,0.9886622302809585,1.0294930045253965
3.0030030030030033,0.9888770756857039,1.0321979529119327
3.1031031031031033,0.9901272813670315,1.0181702544962008
3.2032032032032034,0.9910157368738357,1.034792139434877
3.3033033033033035,0.9918358252674054,1.0280872518764448
3.4034034034034035,0.9918714920373741,1.026519524439313
3.5035035035035036,0.9923819570200276,1.0302646244177398
3.6036036036036037,0.9919143498476188,1.022922911233419
3.7037037037037037,0.9925075197211629,1.0148576740039894
3.8038038038038042,0.9928222519666687,0.9982752854780269
3.9039039039039043,0.9922272712173895,0.9836240261734114
4.004004004004004,0.9909607229835743,0.9643741095288654
4.104104104104104,0.9887091077861788,0.943365522231265
4.2042042042042045,0.9872160148295576,0.9325111915928216
4.3043043043043046,0.9858477333512322,0.929637259306824
4.404404404404405,0.985642802324001,0.9361017388951848
4.504504504504505,0.9854527359335331,0.9387063978449736
4.604604604604605,0.9866603457310004,0.9393381715711672
4.704704704704705,0.9860505422106209,0.9415253267248622
4.804804804804805,0.984922824970501,0.9347877118014338
4.904904904904905,0.9835291277909791,0.9123889635899904
5.005005005005005,0.9841221625329362,0.8864456244918033
5.105105105105105,0.9842176333663311,0.8917012737674598
5.205205205205205,0.9841140659263444,0.8955244750547317
5.305305305305305,0.9838040106212969,0.8939185238786934
5.405405405405406,0.9833844847078038,0.8791461756155182
5.505505505505506,0.9824526481983509,0.8633683081644546
5.605605605605606,0.9822810555005912,0.860356886313855
5.705705705705706,0.9816423854183443,0.8750141989611024
5.805805805805806,0.9805332905187264,0.8702706937398904
5.9059059059059065,0.9785044526362431,0.8589854199017711
6.0060060060060065,0.9779521102388099,0.8472364957168087
6.106106106106107,0.977841633559439,0.8549291573493343
6.206206206206207,0.977903964648393,0.8515349190551399
6.306306306306307,0.977373587837136,0.8477324719327316
6.406406406406407,0.9771022586847514,0.8404978695630381
6.506506506506507,0.9764602646418199,0.8453353451958155
6.606606606606607,0.9770590771310635,0.8403111878893426
6.706706706706707,0.9767606169431676,0.8450992169793229
6.806806806806807,0.9764230987727558,0.8391089852707632
6.906906906906907,0.9764091596831747,0.8572628733822985
7.007007007007007,0.9771660186333312,0.8486001183311821
7.107107107107107,0.9776171740705291,0.8489903722956056
7.207207207207207,0.9788550381251567,0.8314250151733366
7.307307307307307,0.9851793307694088,0.8382359839860937
7.407407407407407,0.9907474326037824,0.8231242359631379
7.507507507507508,0.9972527824718789,0.8370618969307997
7.6076076076076085,1.0029470600840524,0.8452605231954008
7.7077077077077085,1.008739039516783,0.8416490235600774
7.807807807807809,1.0148275414576773,0.8432892719949923
7.907907907907909,1.0208620570147133,0.8349855360055746
8.008008008008009,1.0264902513526277,0.8565508863197154
8.108108108108109,1.0334189701015177,0.8578281931563428
8.208208208208209,1.0341045756294929,0.8569435416681889
8.308308308308309,1.0340795201423456,0.8538149210836692
8.408408408408409,1.0337390943487759,0.8636422045413465
8.508508508508509,1.0333434591827348,0.8721396791196626
8.608608608608609,1.0339953792071372,0.8762728822845279
8.70870870870871,1.0337516439105126,0.8699996930367496
8.80880880880881,1.0338642714332582,0.8589921993455644
8.90890890890891,1.034044612943311,0.86854342829078
9.00900900900901,1.034594783075424,0.9090844367216349
9.10910910910911,1.03659580948709,0.9396922586861352
9.20920920920921,1.0377627898043194,0.9765313138288639
9.30930930930931,1.0375718740172148,0.9871608418408812
9.40940940940941,1.0372570275286541,0.9635419510879478
9.50950950950951,1.0365332074810825,0.9425804976129825
9.60960960960961,1.0376223571281382,0.9658832818999653
9.70970970970971,1.03665458115476,0.9789480813725362
9.80980980980981,1.0366802681417229,0.9809747072607201
9.90990990990991,1.0366860500438795,0.9623051202122993
10.01001001001001,1.0365754424409965,0.930989397825967
10.11011011011011,1.036417615775822,0.9233898776148317
10.21021021021021,1.0354507041466845,0.9140204973306058
10.31031031031031,1.0353097034685612,0.9286928660818047
10.41041041041041,1.0344283284143942,0.91585568267265
10.51051051051051,1.0342827935548407,0.9088859025916106
10.61061061061061,1.0345007902982328,0.9018866213498525
10.710710710710712,1.0340814031980199,0.8933261576886848
10.810810810810812,1.0337280098893282,0.8742570060512005
10.910910910910912,1.0325022990456245,0.8906802645157964
11.011011011011012,1.032789408633879,0.8891984987516827
11.111111111111112,1.0323217957067163,0.9082673410696237
11.211211211211213,1.032679019445862,0.9167439379338126
11.311311311311313,1.0330960383838554,0.9387806494057328
11.411411411411413,1.0345996430361661,0.9576767715541238
11.511511511511513,1.0355542031789353,0.9727428028024249
11.611611611611613,1.0355876940835436,1.0081457151595548
11.711711711711713,1.037013953975042,1.0522438471691968
11.811811811811813,1.0378060687373605,1.0878453608241683
11.911911911911913,1.0389163664002727,1.0819852976463964
12.012012012012013,1.0390371633190836,1.0903573179628048
12.112112112112113,1.03860862466865,1.0638824707115417
12.212212212212213,1.039310084219357,1.0658423006336262
12.312312312312313,1.0386420478459708,1.052046828547087
12.412412412412413,1.0385656356035384,1.0412047749408277
